steamid,appid,playtime_forever,playtime_2weeks
76561198120326421,389730,53.13333333333333,NA
76561198120326421,1778820,116.13333333333334,8.55
76561198179119865,389730,36.11666666666667,NA
76561198179119865,1778820,218.91666666666666,NA
76561198823968993,389730,1322.4166666666667,NA
76561198823968993,1778820,37.28333333333333,0.18333333333333332
76561198082520246,389730,239.15,NA
76561198082520246,1778820,218.15,2.3833333333333333
76561198046494905,389730,5835.85,0.9166666666666666
76561198046494905,1778820,737.6166666666667,44.583333333333336
76561199105359526,389730,213.41666666666666,NA
76561199105359526,1778820,600.5333333333333,52.416666666666664
76561198427080585,389730,61.93333333333333,NA
76561198427080585,1778820,71.78333333333333,NA
76561198408218813,389730,3652.3333333333335,4.783333333333333
76561198408218813,1778820,178.51666666666668,11.833333333333334
76561198280760352,389730,404.3333333333333,NA
76561198280760352,1778820,185.45,5.183333333333334
76561198083864266,389730,31.933333333333334,NA
76561198083864266,1778820,48.15,0.6333333333333333
76561198344786558,1778820,166.96666666666667,NA
76561198244846782,389730,0.7333333333333333,NA
76561198244846782,1778820,18.633333333333333,NA
76561198135544789,389730,0,NA
76561198135544789,1778820,0,NA
76561198049348586,389730,639.7666666666667,NA
76561198049348586,1778820,203.18333333333334,6.516666666666667
76561198443426219,1778820,173.01666666666668,NA
76561198129742189,389730,6638.833333333333,NA
76561198129742189,1778820,474.8666666666667,35.53333333333333
76561198123296590,389730,0.9166666666666666,NA
76561198123296590,1778820,123.4,1.1333333333333333
76561198077820992,1778820,44.833333333333336,NA
76561198902268323,389730,3562.3166666666666,NA
76561198902268323,1778820,384.4,43
76561198015863800,389730,30.416666666666668,NA
76561198015863800,1778820,148.83333333333334,8.016666666666667
76561198123911563,1778820,39.63333333333333,3.9166666666666665
76561198048764774,389730,46.333333333333336,NA
76561198048764774,1778820,137.08333333333334,16.183333333333334
76561198155631285,389730,1971.5166666666667,NA
76561198155631285,1778820,418.7,43.2
76561198114317129,1778820,22.333333333333332,NA
76561197999483815,389730,169.06666666666666,NA
76561197999483815,1778820,66.06666666666666,NA
76561198278094062,389730,37.93333333333333,0.5166666666666667
76561198278094062,1778820,365.78333333333336,0.7666666666666667
76561198105725276,389730,12,NA
76561198105725276,1778820,24.883333333333333,NA
76561199337543513,389730,414.78333333333336,0.1
76561199337543513,1778820,196.83333333333334,NA
76561198123760116,389730,36.766666666666666,NA
76561198123760116,1778820,68.18333333333334,0.5833333333333334
76561198059329898,1778820,76.71666666666667,5.683333333333334
76561198020787345,389730,20.333333333333332,NA
76561198020787345,1778820,30.733333333333334,2.9833333333333334
76561199404273342,1778820,42.71666666666667,NA
76561198071251044,389730,265.18333333333334,NA
76561198071251044,1778820,95.26666666666667,9.033333333333333
76561198145559499,389730,40.916666666666664,2.5833333333333335
76561198145559499,1778820,343.0833333333333,53.75
76561198053565341,389730,1318.8,NA
76561198053565341,1778820,318.43333333333334,31.2
76561198166792806,389730,267.98333333333335,NA
76561198166792806,1778820,116.61666666666666,0.08333333333333333
76561198868353250,389730,565.1666666666666,NA
76561198868353250,1778820,206.93333333333334,8.216666666666667
76561198115550570,389730,255.45,NA
76561198115550570,1778820,194.31666666666666,NA
76561198452358476,389730,711.4666666666667,NA
76561198452358476,1778820,216.45,NA
76561198025168601,389730,815.3,NA
76561198025168601,1778820,197.1,27.583333333333332
76561198026039415,389730,58.36666666666667,NA
76561198026039415,1778820,278.4166666666667,5.4
76561198095059789,389730,680.0833333333334,NA
76561198095059789,1778820,169.63333333333333,NA
76561198064052316,389730,5169.366666666667,NA
76561198064052316,1778820,554.3166666666667,35.61666666666667
76561198076369194,389730,31.25,NA
76561198076369194,1778820,31.566666666666666,NA
76561197991022050,389730,4.633333333333334,NA
76561197991022050,1778820,110.03333333333333,NA
76561198316542745,1778820,55.15,0.55
76561198333846783,389730,645.0333333333333,0.6166666666666667
76561198333846783,1778820,94.91666666666667,NA
76561198390962024,389730,0,NA
76561198390962024,1778820,0,NA
76561198880303382,389730,294.1,1.5833333333333333
76561198880303382,1778820,1052.4166666666667,99.86666666666666
76561198086845154,389730,127.26666666666667,NA
76561198086845154,1778820,40.63333333333333,NA
76561198139114006,389730,2340.9333333333334,NA
76561198139114006,1778820,426.4,24.2
76561199032480735,389730,329.95,1.1833333333333333
76561199032480735,1778820,859.4166666666666,95.68333333333334
76561198390908920,389730,95.88333333333334,NA
76561198138962399,389730,0,NA
76561198138962399,1778820,12.05,NA
76561198268376799,1778820,75.91666666666667,NA
76561198268376799,389730,147.15,NA
76561199051064909,389730,703.7833333333333,NA
76561199051064909,1778820,407.3333333333333,37.666666666666664
76561199166290278,1778820,396.68333333333334,5.916666666666667
76561198032174751,389730,48.11666666666667,NA
76561198032174751,1778820,51.266666666666666,NA
76561198019481361,389730,123.85,NA
76561198019481361,1778820,157.18333333333334,27.85
76561198315223543,389730,23.4,NA
76561198315223543,1778820,49.18333333333333,1.65
76561198140305234,389730,919.6333333333333,NA
