steamid,appid,playtime_forever,playtime_2weeks
76561198970844259,1778820,184.06666666666666,23.016666666666666
76561198109345626,389730,194.51666666666668,NA
76561198109345626,1778820,111.51666666666667,3.566666666666667
76561199041805019,1778820,38.15,NA
76561198179119865,389730,36.11666666666667,NA
76561198179119865,1778820,218.91666666666666,NA
76561198057414633,389730,466.03333333333336,NA
76561198057414633,1778820,204.06666666666666,NA
76561199097818727,389730,556.6833333333333,NA
76561199097818727,1778820,128.56666666666666,8.433333333333334
76561198040653067,389730,868.1166666666667,NA
76561198040653067,1778820,314.51666666666665,30.616666666666667
76561198036567955,389730,0,NA
76561198036567955,1778820,0,NA
76561198119483784,389730,249.43333333333334,NA
76561198119483784,1778820,110.46666666666667,8.516666666666667
76561198083993183,389730,0.36666666666666664,NA
76561198083993183,1778820,74.06666666666666,NA
76561198009931508,389730,55.46666666666667,NA
76561198009931508,1778820,126.65,14.116666666666667
76561198030896416,389730,46.833333333333336,0.016666666666666666
76561198030896416,1778820,294.4,21.916666666666668
76561198064346618,389730,783.1,NA
76561198064346618,1778820,75.7,12.533333333333333
76561198017332545,1778820,238.15,26.55
76561197999628553,389730,0,NA
76561197999628553,1778820,0,NA
76561198829477195,1778820,177.05,12.15
76561198196086166,389730,4435.383333333333,NA
76561198196086166,1778820,533.05,12.583333333333334
76561198118324975,389730,84.93333333333334,NA
76561198118324975,1778820,101.35,8.966666666666667
76561198161990184,389730,28.083333333333332,NA
76561198161990184,1778820,117.7,0.95
76561198097792153,389730,236.36666666666667,NA
76561198097792153,1778820,165.4,10.383333333333333
76561198027113130,389730,176.65,NA
76561198027113130,1778820,81.66666666666667,15.433333333333334
76561199073823087,1778820,183.56666666666666,17.15
76561197989038831,1778820,189.88333333333333,5.55
76561198370723017,389730,240.46666666666667,NA
76561198370723017,1778820,105.38333333333334,NA
76561198125010329,389730,569.3,NA
76561198125010329,1778820,129.13333333333333,1.5833333333333333
76561199060836780,389730,720,NA
76561199060836780,1778820,473.56666666666666,44.1
76561198342846511,389730,0,NA
76561198342846511,1778820,0,NA
76561198300462432,389730,11.4,NA
76561198100363951,389730,291.78333333333336,NA
76561198100363951,1778820,70.11666666666666,NA
76561198145672132,1778820,237.06666666666666,36.45
76561198145672132,389730,46.96666666666667,NA
76561198019481361,389730,123.85,NA
76561198019481361,1778820,158.96666666666667,27.533333333333335
76561198136985546,389730,76.76666666666667,NA
76561198136985546,1778820,32.05,0.8666666666666667
76561198327579018,389730,316.93333333333334,NA
76561198327579018,1778820,180.06666666666666,8.5
76561198046682344,389730,0,NA
76561198046682344,1778820,0,NA
76561198331480010,389730,213.66666666666666,NA
76561198331480010,1778820,114.53333333333333,5.216666666666667
76561198262260329,389730,54.78333333333333,NA
76561198262260329,1778820,148.5,NA
76561198033391896,389730,0,NA
76561198033391896,1778820,0,NA
76561198189026369,389730,2332.2833333333333,NA
76561198189026369,1778820,200.33333333333334,40.05
76561198051862159,389730,6.933333333333334,NA
76561198051862159,1778820,69.88333333333334,NA
76561198146385014,1778820,103.76666666666667,NA
76561198097073807,389730,1186.9333333333334,NA
76561198097073807,1778820,143.8,3.8833333333333333
76561198193778683,389730,431.71666666666664,NA
76561198193778683,1778820,114.36666666666666,21.166666666666668
76561198322766417,389730,2022.15,1.1666666666666667
76561198322766417,1778820,279.3666666666667,14.683333333333334
76561198089894300,389730,1266.3333333333333,NA
76561198089894300,1778820,176.4,3.95
76561197981777820,389730,0,NA
76561197981777820,1778820,0,NA
76561198328144298,1778820,25.966666666666665,NA
76561198216250180,1778820,0,NA
76561198062696057,389730,89.58333333333333,NA
76561198062696057,1778820,69.13333333333334,1.55
76561198116920360,389730,78.86666666666666,NA
76561198116920360,1778820,66.43333333333334,5.016666666666667
76561199062243866,389730,275.7,NA
76561199062243866,1778820,281.78333333333336,0.9666666666666667
76561198082428001,389730,93.28333333333333,NA
76561198082428001,1778820,41.28333333333333,NA
76561198060192502,1778820,10.466666666666667,NA
76561198327540486,389730,5644.05,NA
76561198327540486,1778820,466.3,13.933333333333334
76561198131904152,389730,1788.6833333333334,0.36666666666666664
76561198131904152,1778820,308.53333333333336,28.5
76561198381337325,389730,816.2,NA
76561198381337325,1778820,60.28333333333333,3.8333333333333335
76561198111799931,1778820,14.8,0.5
76561198002269991,389730,37.1,NA
76561198002269991,1778820,211.13333333333333,26.4
76561198051904044,389730,334.96666666666664,NA
76561198051904044,1778820,128.11666666666667,11.916666666666666
76561198156184104,389730,12.566666666666666,NA
76561198156184104,1778820,29.45,NA
76561198195919728,389730,1121.2833333333333,NA
76561198195919728,1778820,263.21666666666664,1.6166666666666667
76561198176831063,1778820,146.18333333333334,8.45
76561198118950347,389730,2175.4166666666665,NA
76561198118950347,1778820,488.23333333333335,10.183333333333334
76561198408865321,389730,76.23333333333333,NA
76561198408865321,1778820,100.3,23.266666666666666
76561198810358021,1778820,140.38333333333333,13.6
76561198146573098,389730,420.3666666666667,NA
76561198146573098,1778820,111.61666666666666,NA
76561198892059440,389730,1080.6333333333334,NA
76561198892059440,1778820,259.8666666666667,11
76561198274335943,389730,20.983333333333334,NA
76561198274335943,1778820,23.466666666666665,NA
76561198113330946,1778820,0,NA
76561198256520226,1778820,104.55,8.366666666666667
76561198094426775,389730,431.6166666666667,NA
76561198094426775,1778820,257.9,46.5
76561198969140933,389730,1914.7833333333333,NA
76561198969140933,1778820,389.25,33.083333333333336
76561198401882455,1778820,81.61666666666666,NA
76561197974332185,389730,0,NA
76561197974332185,1778820,0,NA
76561197961558949,389730,424.3666666666667,NA
76561197961558949,1778820,200.2,4.666666666666667
76561198094064109,389730,89.26666666666667,NA
76561198094064109,1778820,259.1,42.016666666666666
76561198052456400,1778820,374.3333333333333,NA
76561198052456400,389730,57.233333333333334,NA
76561198067296238,389730,383.56666666666666,NA
76561198067296238,1778820,62.75,NA
76561198361218527,389730,1531.3333333333333,NA
76561198361218527,1778820,265.95,36.7
76561198072475794,389730,122,NA
76561198072475794,1778820,91.11666666666666,16.116666666666667
76561198367983909,389730,224.63333333333333,NA
76561198367983909,1778820,158.13333333333333,8.2
76561198066493081,389730,598.1666666666666,NA
76561198066493081,1778820,135.23333333333332,24.383333333333333
76561198006613984,389730,427.7,NA
76561198006613984,1778820,295,30.116666666666667
76561198840901248,1778820,242.45,0.4
76561198033264018,389730,1540.35,NA
76561198033264018,1778820,555.5666666666667,92.33333333333333
76561199498925660,1778820,303.06666666666666,13.266666666666667
76561198021537055,389730,0,NA
76561198021537055,1778820,0,NA
76561198393683188,389730,1285.2166666666667,NA
76561198393683188,1778820,169.75,0.5
76561198014060891,389730,59.53333333333333,NA
76561198014060891,1778820,60.96666666666667,1.6666666666666667
76561198013938453,389730,0,NA
76561198013938453,1778820,0,NA
76561198072891755,389730,471.93333333333334,NA
76561198072891755,1778820,155.96666666666667,5.116666666666666
76561198108854744,389730,4332,NA
76561198108854744,1778820,131.41666666666666,36.25
76561198052006089,389730,740,NA
76561198052006089,1778820,172.28333333333333,7.2
76561198041226997,1778820,55.166666666666664,1.65
76561198210473044,389730,385.76666666666665,NA
76561198210473044,1778820,149.65,NA
76561198010549329,389730,82.33333333333333,NA
76561198010549329,1778820,295.9,28.216666666666665
76561198803963433,389730,301.26666666666665,NA
76561198803963433,1778820,160.15,21.666666666666668
76561198905694115,389730,0,NA
76561198905694115,1778820,0,NA
76561197982949789,389730,83.68333333333334,NA
76561197982949789,1778820,163.45,4.266666666666667
76561198148902901,389730,8.416666666666666,NA
76561198148902901,1778820,19.583333333333332,NA
76561197986218524,389730,94.26666666666667,NA
76561197986218524,1778820,137.61666666666667,4.683333333333334
76561198147143187,389730,32.25,1.15
76561198147143187,1778820,121.83333333333333,11.583333333333334
76561198968841966,1778820,78.8,10.95
76561198042948801,389730,520.3833333333333,0.6
76561198042948801,1778820,256.03333333333336,42.333333333333336
76561198058389087,389730,2527.5833333333335,0.7
76561198058389087,1778820,140.36666666666667,14.033333333333333
76561198090442187,1778820,15.25,NA
76561198007597062,389730,5.333333333333333,NA
76561198007597062,1778820,154.66666666666666,17.5
76561198371186932,389730,110.21666666666667,2.2333333333333334
76561198371186932,1778820,263.25,16.55
76561198074933196,389730,814.2,NA
76561198074933196,1778820,148.01666666666668,5
76561197960579454,389730,0,NA
76561197960579454,1778820,0,NA
76561198119483874,389730,454.73333333333335,NA
76561198119483874,1778820,277.21666666666664,49.25
76561198453195369,389730,29.883333333333333,NA
76561198453195369,1778820,291.6333333333333,14.183333333333334
76561198250584660,1778820,23.166666666666668,NA
76561198068725484,389730,0,NA
76561198068725484,1778820,38.03333333333333,NA
76561198012387693,1778820,224.01666666666668,9.033333333333333
76561199005137411,389730,20.933333333333334,NA
76561199005137411,1778820,106.75,10.4
76561198826027689,1778820,201.9,16.733333333333334
76561198820570476,389730,2052.0333333333333,NA
76561198820570476,1778820,96.53333333333333,NA
76561198134605298,389730,3020.133333333333,NA
76561198134605298,1778820,310.31666666666666,25
76561198041033852,389730,552.7666666666667,NA
76561198041033852,1778820,112.01666666666667,3.3833333333333333
76561198018258577,389730,2130.5333333333333,NA
76561198018258577,1778820,204.46666666666667,2.2666666666666666
76561198169484958,389730,596.3333333333334,NA
76561198169484958,1778820,115.2,NA
76561198062439595,389730,0,NA
76561198062439595,1778820,0,NA
76561198034350944,1778820,230.43333333333334,4.666666666666667
76561198178725619,389730,7.116666666666666,NA
76561198178725619,1778820,97.36666666666666,NA
76561198202084183,389730,185,NA
76561198202084183,1778820,143.53333333333333,11.95
76561198202133275,389730,3692.6833333333334,NA
76561198202133275,1778820,316.48333333333335,24.833333333333332
76561198196157371,1778820,40.06666666666667,NA
76561197998138757,389730,126.55,NA
76561197998138757,1778820,66.81666666666666,12.85
76561198106119857,389730,407.3666666666667,NA
76561198106119857,1778820,20.433333333333334,NA
76561198280765707,389730,248.83333333333334,NA
76561198280765707,1778820,39.03333333333333,2.9833333333333334
76561198059365123,389730,1373.0666666666666,NA
76561198059365123,1778820,285.4166666666667,19.433333333333334
76561198057250211,1778820,86.21666666666667,18.733333333333334
76561198260109499,389730,0,NA
76561198260109499,1778820,0,NA
76561198814897429,389730,0,NA
76561198814897429,1778820,0,NA
76561199559116084,389730,41.483333333333334,0.6833333333333333
76561199559116084,1778820,248.75,27.983333333333334
76561198143461643,1778820,72.98333333333333,NA
76561198157917163,389730,4025.4,NA
76561198157917163,1778820,357.3666666666667,17.066666666666666
76561198046859602,389730,10.333333333333334,NA
76561198046859602,1778820,126.3,26.566666666666666
76561198105356170,1778820,55.833333333333336,NA
76561198080249328,389730,245.3,NA
76561198080249328,1778820,131.66666666666666,18.866666666666667
76561198105772202,389730,0,NA
76561198105772202,1778820,0,NA
76561198263111846,389730,601.5333333333333,NA
76561198263111846,1778820,438.75,57.11666666666667
76561198192597358,389730,0,NA
76561198192597358,1778820,0,NA
76561198070744752,389730,30.366666666666667,NA
76561198070744752,1778820,8.55,NA
76561198314857523,389730,4.033333333333333,NA
76561198817076630,1778820,77.4,NA
76561198817076630,389730,68.96666666666667,NA
76561198145559499,389730,40.916666666666664,2.5833333333333335
76561198145559499,1778820,349.3833333333333,51.71666666666667
76561198129789520,1778820,0,NA
76561198013044905,389730,19.966666666666665,NA
76561198013044905,1778820,105.95,NA
76561197990490321,389730,28.666666666666668,NA
76561197990490321,1778820,150.93333333333334,2.566666666666667
76561199012351629,389730,166.18333333333334,0.5333333333333333
76561199012351629,1778820,324.8666666666667,24.416666666666668
76561197991573885,389730,0,NA
76561197991573885,1778820,0,NA
76561198151062688,1778820,103.01666666666667,3.2333333333333334
76561198064807030,389730,35.28333333333333,NA
76561198064807030,1778820,32.18333333333333,NA
76561198392278699,389730,2.3666666666666667,NA
76561198392278699,1778820,56.78333333333333,NA
76561198093938638,389730,511.1166666666667,NA
76561198093938638,1778820,34.53333333333333,NA
76561199100499822,1778820,242.26666666666668,19.783333333333335
76561198854030024,389730,30.683333333333334,NA
76561198854030024,1778820,87.43333333333334,4.816666666666666
76561198078901528,389730,0,NA
76561198078901528,1778820,0,NA
76561198385987649,1778820,24.35,0.43333333333333335
76561198073958598,389730,0,NA
76561198073958598,1778820,0,NA
76561198179963066,389730,765.6333333333333,NA
76561198179963066,1778820,409.3833333333333,NA
76561199069833301,389730,1225.3,NA
76561199069833301,1778820,211,7.483333333333333
76561199006791569,389730,553.2833333333333,NA
76561199006791569,1778820,275.68333333333334,18.966666666666665
76561198857164924,389730,2068.75,NA
76561198857164924,1778820,239.16666666666666,22.416666666666668
76561198348084557,389730,399.85,NA
76561198348084557,1778820,180.7,NA
76561198038160034,389730,39.35,NA
76561198038160034,1778820,109.86666666666666,12.25
76561198862803100,389730,70.8,NA
76561198862803100,1778820,210.58333333333334,0.5666666666666667
76561198158134580,1778820,136.68333333333334,21.033333333333335
76561198058475488,389730,7.866666666666666,NA
76561198058475488,1778820,74.9,2.1166666666666667
76561198093835823,389730,0,NA
76561198093835823,1778820,0,NA
76561199083815014,389730,1571.2833333333333,NA
76561199083815014,1778820,951.5166666666667,36.78333333333333
76561198277325495,1778820,528.65,48.4
76561198329318225,389730,1383.3166666666666,NA
76561198329318225,1778820,75.5,NA
76561198283367746,389730,9.283333333333333,NA
76561198283367746,1778820,128.01666666666668,27.583333333333332
76561199085525530,1778820,0,NA
76561197996171823,389730,2582.9,NA
76561197996171823,1778820,276.7,35.083333333333336
76561198861013646,389730,0,NA
76561198861013646,1778820,0,NA
76561198062536765,389730,138.75,NA
76561198062536765,1778820,47.766666666666666,1.8833333333333333
76561198389933746,389730,2666.55,0.016666666666666666
76561198389933746,1778820,690.2166666666667,31.583333333333332
76561198019583992,389730,3412.9166666666665,NA
76561198019583992,1778820,423.3333333333333,33.8
76561199202344537,389730,265.55,NA
76561199202344537,1778820,93.85,6.25
76561198038259483,389730,1034.9166666666667,NA
76561198038259483,1778820,497.71666666666664,32.9
76561198142945697,389730,2046.1166666666666,NA
76561198142945697,1778820,156.23333333333332,NA
76561198246394384,389730,3748.35,NA
76561198246394384,1778820,469.3333333333333,11.783333333333333
76561198144581451,389730,258.05,NA
76561198144581451,1778820,141,NA
76561198047668895,389730,0,NA
76561198047668895,1778820,0,NA
76561198091872704,389730,1596.8833333333334,NA
76561198091872704,1778820,245.06666666666666,3.9833333333333334
76561198062212235,389730,819.5166666666667,NA
76561198062212235,1778820,233.46666666666667,25.716666666666665
76561198390908920,389730,95.88333333333334,NA
76561199136067946,1778820,30.533333333333335,4.966666666666667
76561198117639818,389730,0,NA
76561198117639818,1778820,0,NA
76561197963709568,389730,0,NA
76561197963709568,1778820,0,NA
76561198128596116,389730,1011.7166666666667,NA
76561198128596116,1778820,189.21666666666667,9.516666666666667
76561198063312265,1778820,7.9,NA
76561198343742692,1778820,153.76666666666668,1.3666666666666667
76561198182102301,389730,49.8,NA
76561198182102301,1778820,93.18333333333334,3.066666666666667
76561199004264598,389730,11.05,NA
76561199004264598,1778820,40.9,1.3333333333333333
76561198044037118,389730,178.81666666666666,2.0166666666666666
76561198044037118,1778820,71.08333333333333,3.05
76561198019618845,1778820,154.51666666666668,14.8
76561198060131769,389730,1477.1333333333334,NA
76561198060131769,1778820,304.3666666666667,22.5
76561198221906264,1778820,30.783333333333335,0.4166666666666667
76561199094809508,389730,26.1,NA
76561199094809508,1778820,62.71666666666667,NA
76561198058700055,389730,1505.8,NA
76561198058700055,1778820,216.75,55.53333333333333
76561198017810237,389730,594.4833333333333,NA
76561198017810237,1778820,74.56666666666666,2.1
76561198043971640,389730,104.85,NA
76561198043971640,1778820,39.61666666666667,NA
76561198415488082,389730,0,NA
76561198415488082,1778820,0,NA
76561198054347146,1778820,30.366666666666667,NA
76561198849892365,389730,222.36666666666667,0.3
76561198849892365,1778820,97.63333333333334,14.85
76561198064638038,389730,1115.6833333333334,NA
76561198064638038,1778820,577.7166666666667,99.31666666666666
76561198117956048,389730,0,NA
76561198117956048,1778820,0,NA
76561198163186623,389730,176.33333333333334,NA
76561198163186623,1778820,107.51666666666667,7.25
76561198296996003,389730,328.78333333333336,NA
76561198296996003,1778820,80.41666666666667,4.616666666666666
76561198362567094,1778820,29.083333333333332,NA
76561198117325766,389730,0,NA
76561198117325766,1778820,0,NA
76561198211287857,1778820,86.2,NA
76561197960401320,389730,0,NA
76561197960401320,1778820,0,NA
76561198053565341,389730,1318.8,NA
76561198053565341,1778820,322.6333333333333,32.61666666666667
76561198007908743,389730,1317.75,NA
76561198007908743,1778820,116.41666666666667,4.65
76561198187767251,389730,1250.4,NA
76561198187767251,1778820,460.3666666666667,26.666666666666668
76561198104051978,389730,1577.0166666666667,NA
76561198104051978,1778820,344.3666666666667,38.233333333333334
76561198057547261,389730,18.833333333333332,NA
76561198057547261,1778820,139.66666666666666,11.533333333333333
76561198310331968,389730,36.53333333333333,NA
76561198310331968,1778820,96.85,NA
76561199105359526,389730,213.41666666666666,NA
76561199105359526,1778820,610.8333333333334,56.78333333333333
76561198806973882,389730,108.68333333333334,NA
76561198806973882,1778820,170.45,24.583333333333332
76561198079441510,389730,382.43333333333334,NA
76561198079441510,1778820,529.0333333333333,78.6
76561197997955291,389730,994.5333333333333,NA
76561197997955291,1778820,175.7,43.75
76561198114211786,389730,128.61666666666667,NA
76561198114211786,1778820,119.16666666666667,19.25
76561198233203168,389730,4.6,NA
76561198233203168,1778820,70.96666666666667,2.85
76561198380493361,389730,3472.35,2.3666666666666667
76561198380493361,1778820,708.4666666666667,121.33333333333333
76561198076198525,1778820,90.51666666666667,NA
76561198040260458,389730,18.633333333333333,NA
76561198040260458,1778820,125.48333333333333,7.116666666666666
76561198048764774,389730,46.333333333333336,NA
76561198048764774,1778820,137.08333333333334,16.183333333333334
76561198131215860,389730,81.33333333333333,NA
76561198131215860,1778820,115.28333333333333,18.05
76561199500271964,1778820,257.78333333333336,37.35
76561198085638341,389730,0,NA
76561198085638341,1778820,0,NA
76561198190907587,389730,611.45,NA
76561198190907587,1778820,228.35,9.166666666666666
76561198985190806,389730,0,NA
76561198985190806,1778820,0,NA
76561198326099133,389730,93.05,NA
76561198326099133,1778820,134.46666666666667,1.8666666666666667
76561198087249287,389730,163.73333333333332,NA
76561198087249287,1778820,138.6,13.383333333333333
76561198133603745,389730,226.26666666666668,NA
76561198133603745,1778820,153.58333333333334,NA
76561198359613052,389730,322.8333333333333,NA
76561199017674708,1778820,276.93333333333334,66.6
76561198152253735,389730,1833.9166666666667,NA
76561198152253735,1778820,552.8833333333333,73.5
76561198060372025,389730,1089.5833333333333,NA
76561198060372025,1778820,207.35,15.083333333333334
76561198115566785,1778820,25.383333333333333,NA
76561198855777573,389730,486.76666666666665,2.55
76561198855777573,1778820,207.88333333333333,34.38333333333333
76561198068162098,389730,1517.3,NA
76561198068162098,1778820,190.5,26.783333333333335
76561198096329918,389730,1088.2166666666667,NA
76561198096329918,1778820,249.53333333333333,57.75
76561198105725276,389730,12,NA
76561198105725276,1778820,24.883333333333333,NA
76561199163622322,1778820,131.08333333333334,5.616666666666666
76561198077314639,389730,3.7333333333333334,NA
76561198077314639,1778820,74.86666666666666,NA
76561198853616056,389730,9.866666666666667,NA
76561198853616056,1778820,8.783333333333333,NA
76561198047578456,389730,254.61666666666667,NA
76561198047578456,1778820,378.96666666666664,44.916666666666664
76561198013754866,389730,195.45,2.3666666666666667
76561198013754866,1778820,200.06666666666666,4.166666666666667
76561198115486927,389730,47.61666666666667,NA
76561198115486927,1778820,48.05,NA
76561198352798340,389730,333.71666666666664,NA
76561198352798340,1778820,93.51666666666667,8.483333333333333
76561198815427254,1778820,25.25,NA
76561198097260684,389730,210.05,NA
76561198119862927,389730,2.5,NA
76561198119862927,1778820,76.2,14.966666666666667
76561199061179107,1778820,321.3,2.7666666666666666
76561199160442356,389730,3475.45,NA
76561199160442356,1778820,718.7,37.53333333333333
76561198106921199,389730,33.71666666666667,NA
76561198106921199,1778820,118.35,0.26666666666666666
76561198130563053,389730,1089.1833333333334,NA
76561198130563053,1778820,298.8333333333333,19.316666666666666
76561198065210148,389730,0,NA
76561198065210148,1778820,0,NA
76561198029209862,389730,255.01666666666668,NA
76561198029209862,1778820,573.25,55.016666666666666
76561198026363284,389730,38.95,NA
76561198026363284,1778820,128.91666666666666,2.2666666666666666
76561198119367240,389730,64.05,NA
76561198119367240,1778820,64.28333333333333,NA
76561198857993051,1778820,27.633333333333333,NA
76561198042008650,389730,2361.633333333333,NA
76561198042008650,1778820,343.01666666666665,33.416666666666664
76561199140780580,389730,516.35,NA
76561199140780580,1778820,139.91666666666666,14.416666666666666
76561197998171262,389730,1517.6333333333334,NA
76561197998171262,1778820,201.05,15.383333333333333
76561197987764832,1778820,18.166666666666668,NA
76561197987764832,389730,5.516666666666667,NA
76561197991696303,389730,375.8,NA
76561197991696303,1778820,106.4,4.233333333333333
76561199159895104,1778820,210.08333333333334,7.783333333333333
76561198080913496,389730,315.05,NA
76561198080913496,1778820,201.63333333333333,27.15
76561198086503484,389730,110.36666666666666,NA
76561198086503484,1778820,34.733333333333334,2.3666666666666667
76561198046984765,1778820,0,NA
76561198126719745,1778820,57.88333333333333,NA
76561198273385388,389730,2109.616666666667,NA
76561198273385388,1778820,278.0833333333333,19.8
76561198073713920,389730,75.43333333333334,0.26666666666666666
76561198073713920,1778820,55.63333333333333,4.533333333333333
76561198108230064,389730,0,NA
76561198108230064,1778820,0,NA
76561198085761273,389730,45.68333333333333,NA
76561198085761273,1778820,64.4,NA
76561198123256151,389730,27.2,NA
76561198942298435,389730,36.28333333333333,NA
76561198942298435,1778820,193.23333333333332,5.85
76561198092132621,389730,268.51666666666665,NA
76561198092132621,1778820,116.06666666666666,NA
76561198202331040,389730,725.8,NA
76561198202331040,1778820,55.333333333333336,0.6833333333333333
76561198161642242,389730,980.8166666666667,NA
76561198161642242,1778820,342.0833333333333,28.75
76561198014652081,389730,33.733333333333334,NA
76561198014652081,1778820,53.75,NA
76561198052405856,389730,802.3666666666667,NA
76561198052405856,1778820,128.65,5.4
76561198116295770,1778820,37.88333333333333,NA
76561198000385832,389730,763.5333333333333,NA
76561198000385832,1778820,111.9,10.4
76561197994699801,1778820,170.35,31.166666666666668
76561198011076159,389730,686.1666666666666,NA
76561198011076159,1778820,274.55,32
76561198049348586,389730,639.7666666666667,NA
76561198049348586,1778820,203.18333333333334,6.516666666666667
76561198153756889,389730,1046.2166666666667,NA
76561198153756889,1778820,146.58333333333334,21.833333333333332
76561198423923369,389730,1817.3833333333334,NA
76561198423923369,1778820,70.23333333333333,NA
