steamid,appid,playtime_forever,playtime_2weeks,X1pPlayerName,rank,games,n,sample_weights
76561198388418143,1778820,15.366666666666667,11.9,마왕애트아,10,1,1949,0.031241484331169352
76561198204854511,389730,18.566666666666666,NA,TheTrueNite,0,3,2058,0.03298869920654003
76561198204854511,1778820,4.1,1.6,TheTrueNite,0,3,2058,0.03298869920654003
76561198076769949,389730,1037.4666666666667,NA,RiceRocket,27,3,295,0.0047287008094894604
76561198076769949,1778820,99.21666666666667,10.85,RiceRocket,27,3,295,0.0047287008094894604
76561198037646534,1778820,178.95,23.783333333333335,DreLin,16,2,4627,0.07416846998477199
76561198084049245,389730,1934.6166666666666,NA,darezzi,24,2,909,0.014570810290935321
76561198084049245,1778820,185.56666666666666,6.933333333333334,darezzi,24,2,909,0.014570810290935321
76561198119851744,389730,32.983333333333334,NA,aliSa La HàĐông,23,1,1355,0.021719964735112608
76561198119851744,389730,32.983333333333334,NA,TekkenVN |Alisa,24,2,909,0.014570810290935321
76561198054070930,389730,86,NA,ChoboKing,13,6,3056,0.04898613448745692
76561198054070930,1778820,51.05,7.616666666666666,ChoboKing,13,6,3056,0.04898613448745692
76561198169779526,389730,805.2,NA,MisterMyreTTV,17,8,4305,0.06900697283000722
76561198169779526,1778820,193.3,23.45,MisterMyreTTV,17,8,4305,0.06900697283000722
76561198843274218,1778820,27.783333333333335,27.783333333333335,Kuuusan,1,3,642,0.010290935320990622
76561198437532246,389730,140.01666666666668,NA,BigMav,14,4,3312,0.05308968502043761
76561198437532246,1778820,51.083333333333336,6.733333333333333,BigMav,14,4,3312,0.05308968502043761
76561198028681162,389730,24.25,NA,SnowyMist,11,5,2161,0.03463973711629398
76561198028681162,1778820,80.11666666666666,16.983333333333334,SnowyMist,11,5,2161,0.03463973711629398
76561197998710131,389730,7.8,NA,Tabos,6,1,1234,0.019780395928508457
76561197998710131,1778820,26.033333333333335,6.916666666666667,Tabos,6,1,1234,0.019780395928508457
76561198145174494,389730,0,NA,PandaHeroEsu,15,2,7267,0.11648633485613528
76561198145174494,1778820,0,NA,PandaHeroEsu,15,2,7267,0.11648633485613528
76561197960463103,389730,1793.7333333333333,NA,blackboards,23,5,1355,0.021719964735112608
76561197960463103,1778820,218.13333333333333,23.816666666666666,blackboards,23,5,1355,0.021719964735112608
76561198055764336,1778820,105.16666666666667,43,PixelLove,18,2,5083,0.08147791937164382
76561198294187852,1778820,85.7,8.583333333333334,KINGBO,11,1,2161,0.03463973711629398
76561198392824546,389730,589.8666666666667,NA,Apolrok,20,4,2975,0.047687745451631
76561198392824546,1778820,78.26666666666667,9.016666666666667,Apolrok,20,4,2975,0.047687745451631
76561198137816642,389730,171.71666666666667,1.8833333333333333,faccboi,20,1,2975,0.047687745451631
76561198137816642,1778820,240.85,40,faccboi,20,1,2975,0.047687745451631
76561198046552767,389730,6.016666666666667,NA,1KLButterfly,6,1,1234,0.019780395928508457
76561198046552767,1778820,71.63333333333334,9.25,1KLButterfly,6,1,1234,0.019780395928508457
76561198105035700,389730,0,NA,n1co,3,5,848,0.013593011140498518
76561198105035700,1778820,0,NA,n1co,3,5,848,0.013593011140498518
76561198185549877,389730,660.9833333333333,NA,Souljaw,23,3,1355,0.021719964735112608
76561198185549877,1778820,124.38333333333334,17.766666666666666,Souljaw,23,3,1355,0.021719964735112608
76561198037084785,1778820,56.266666666666666,5.466666666666667,Valdis,14,1,3312,0.05308968502043761
76561198127232736,389730,94.68333333333334,NA,Tutaly,18,2,5083,0.08147791937164382
76561198127232736,1778820,116.13333333333334,15.233333333333333,Tutaly,18,2,5083,0.08147791937164382
76561199435438303,389730,1001.75,NA,t/tv.Marital28,27,33,295,0.0047287008094894604
76561199435438303,1778820,228.73333333333332,35.083333333333336,t/tv.Marital28,27,33,295,0.0047287008094894604
76561198106721132,389730,214.21666666666667,NA,Mentaltilt,25,10,795,0.01274344794421736
76561198106721132,1778820,369.71666666666664,63.233333333333334,Mentaltilt,25,10,795,0.01274344794421736
76561198041277387,389730,0,NA,Lemon Rice,12,4,3367,0.053971307205257675
76561198041277387,1778820,0,NA,Lemon Rice,12,4,3367,0.053971307205257675
76561198365919101,389730,56.016666666666666,NA,Homelander,9,2,2221,0.03560150677246133
76561198365919101,1778820,36.61666666666667,3.0166666666666666,Homelander,9,2,2221,0.03560150677246133
76561198144292092,389730,100.85,NA,コクシタン大学,6,2,1234,0.019780395928508457
76561198144292092,1778820,119.78333333333333,20.583333333333332,コクシタン大学,6,2,1234,0.019780395928508457
76561198035058963,389730,344.43333333333334,NA,Ghotiheads,14,2,3312,0.05308968502043761
76561198035058963,1778820,118.05,21.033333333333335,Ghotiheads,14,2,3312,0.05308968502043761
76561198281311501,389730,0,NA,Steam_Tofu,11,1,2161,0.03463973711629398
76561198281311501,1778820,0,NA,Steam_Tofu,11,1,2161,0.03463973711629398
76561198286496211,1778820,28.566666666666666,4.633333333333334,Sad Ronin,5,6,849,0.013609040634767974
76561198982308689,389730,2534.2,NA,PTCA | WhiteMan,28,3,131,0.0020998637492987094
76561198982308689,1778820,212.85,66.76666666666667,PTCA | WhiteMan,28,3,131,0.0020998637492987094
76561198313108546,389730,2238.0333333333333,NA,MoralKompact,27,10,295,0.0047287008094894604
76561198313108546,1778820,247.2,54.78333333333333,MoralKompact,27,10,295,0.0047287008094894604
76561198830445979,389730,4,NA,Kren,2,6,567,0.009088723250781437
76561198830445979,1778820,55.25,11.35,Kren,2,6,567,0.009088723250781437
76561198799727959,1778820,0,NA,Ghost of KSnRyu,12,1,3367,0.053971307205257675
76561197966683944,1778820,132.13333333333333,13.566666666666666,Motoko,15,18,7267,0.11648633485613528
76561198345899803,389730,4808.816666666667,NA,SKONK,28,13,131,0.0020998637492987094
76561198345899803,1778820,614.9166666666666,113.88333333333334,SKONK,28,13,131,0.0020998637492987094
76561199022371974,389730,3254.8166666666666,NA,SawXer,29,26,143,0.0022922176805321793
76561199022371974,1778820,613.15,116.06666666666666,SawXer,29,26,143,0.0022922176805321793
76561197998698873,389730,2465.25,NA,Chenzho (TTV),29,15,143,0.0022922176805321793
76561197998698873,1778820,247.13333333333333,44.31666666666667,Chenzho (TTV),29,15,143,0.0022922176805321793
76561198135631538,1778820,24.8,6.583333333333333,Inugami,6,1,1234,0.019780395928508457
76561198950265556,389730,100.25,NA,InfamousWater,18,16,5083,0.08147791937164382
76561198950265556,1778820,120.65,36.86666666666667,InfamousWater,18,16,5083,0.08147791937164382
76561198073394039,389730,700.2833333333333,NA,MTS IchBinGhost,24,22,909,0.014570810290935321
76561198073394039,1778820,444.6666666666667,54.85,MTS IchBinGhost,24,22,909,0.014570810290935321
76561198011261196,389730,1939.3,NA,ITCodePlaySleep,22,17,1869,0.02995912478961289
76561198011261196,1778820,169.1,23.233333333333334,ITCodePlaySleep,22,17,1869,0.02995912478961289
76561198446844627,389730,5.733333333333333,NA,Drake Mctavish,5,1,849,0.013609040634767974
76561198446844627,1778820,25.3,20.033333333333335,Drake Mctavish,5,1,849,0.013609040634767974
76561198140289856,389730,136.26666666666668,0.35,Sol Bad Boy,15,1,7267,0.11648633485613528
76561198140289856,1778820,80.38333333333334,13.466666666666667,Sol Bad Boy,15,1,7267,0.11648633485613528
76561198045756527,1778820,19.583333333333332,4.416666666666667,마지막까지누움,7,8,889,0.014250220405546205
76561198068731288,389730,20.55,NA,mmReinaStepOnMe,12,8,3367,0.053971307205257675
76561198068731288,1778820,77.86666666666666,28.9,mmReinaStepOnMe,12,8,3367,0.053971307205257675
76561199069833301,389730,1225.3,NA,UrBfCallsMePapi,29,8,143,0.0022922176805321793
76561199069833301,1778820,195.33333333333334,3.6,UrBfCallsMePapi,29,8,143,0.0022922176805321793
76561198100393576,1778820,110.51666666666667,56.96666666666667,Shiso,5,2,849,0.013609040634767974
76561198282597629,389730,650.8666666666667,NA,CYSGG,26,3,423,0.006780476075979803
76561198282597629,1778820,248.06666666666666,39.8,CYSGG,26,3,423,0.006780476075979803
76561198120546754,1778820,54.416666666666664,48.6,Tinder Hustler,7,1,889,0.014250220405546205
76561198227998972,389730,36.86666666666667,NA,Barou Shoei,14,1,3312,0.05308968502043761
76561198227998972,1778820,41.63333333333333,6.466666666666667,Barou Shoei,14,1,3312,0.05308968502043761
76561198305745332,389730,746.2166666666667,NA,이비참한인간,23,1,1355,0.021719964735112608
76561198305745332,1778820,89.8,4.766666666666667,이비참한인간,23,1,1355,0.021719964735112608
76561198439594070,389730,465.1666666666667,NA,SICKBOY,20,12,2975,0.047687745451631
76561198439594070,1778820,104.95,6.9,SICKBOY,20,12,2975,0.047687745451631
76561199011814138,1778820,2.3333333333333335,2.3333333333333335,Slimyee,0,5,2058,0.03298869920654003
76561198005945967,1778820,15.033333333333333,14.283333333333333,Archomedicus,2,2,567,0.009088723250781437
76561198998997087,389730,1240.1166666666666,NA,GTM | 成都黑豹仔,23,3,1355,0.021719964735112608
76561198998997087,1778820,94.88333333333334,17.283333333333335,GTM | 成都黑豹仔,23,3,1355,0.021719964735112608
76561198378204782,1778820,357.9166666666667,45.583333333333336,KingArturoOo,17,7,4305,0.06900697283000722
76561197980938942,1778820,22.416666666666668,22.416666666666668,Lou91,2,5,567,0.009088723250781437
76561199112808496,389730,5.733333333333333,NA,Gol D. Roger,2,1,567,0.009088723250781437
76561199112808496,1778820,15.533333333333333,5.7,Gol D. Roger,2,1,567,0.009088723250781437
76561198048828008,1778820,55.53333333333333,20.916666666666668,lukaskyle21,9,3,2221,0.03560150677246133
76561197991537110,389730,994.45,NA,Baka Bao,23,17,1355,0.021719964735112608
76561197991537110,1778820,367.01666666666665,58.833333333333336,Baka Bao,23,17,1355,0.021719964735112608
76561198283878643,389730,1433.6166666666666,NA,호성이★,23,1,1355,0.021719964735112608
76561198283878643,1778820,298.31666666666666,32.733333333333334,호성이★,23,1,1355,0.021719964735112608
76561197977849383,389730,136.08333333333334,NA,Sirc,14,4,3312,0.05308968502043761
76561197977849383,1778820,34.766666666666666,4.7,Sirc,14,4,3312,0.05308968502043761
76561198397799909,389730,108.15,NA,doc62,2,1,567,0.009088723250781437
76561198397799909,1778820,45.916666666666664,17.15,doc62,2,1,567,0.009088723250781437
76561198157917163,389730,4024.883333333333,NA,KasS,23,1,1355,0.021719964735112608
76561198157917163,1778820,316.51666666666665,32.63333333333333,KasS,23,1,1355,0.021719964735112608
76561198411802649,389730,88.41666666666667,NA,dhgcousin,14,1,3312,0.05308968502043761
76561198411802649,1778820,61.766666666666666,14.383333333333333,dhgcousin,14,1,3312,0.05308968502043761
76561198185965203,389730,2355.233333333333,NA,Jojo,19,16,3379,0.05416366113649115
76561198185965203,1778820,179.83333333333334,46.583333333333336,Jojo,19,16,3379,0.05416366113649115
76561197966596525,389730,37.766666666666666,NA,Sushi,22,15,1869,0.02995912478961289
76561197966596525,1778820,87.08333333333333,19.016666666666666,Sushi,22,15,1869,0.02995912478961289
76561198868715490,1778820,23.916666666666668,23.916666666666668,NASHMI,4,1,802,0.01285565440410355
76561198024294295,389730,9.65,NA,solidified pee,10,4,1949,0.031241484331169352
76561198024294295,1778820,19.4,1.6333333333333333,solidified pee,10,4,1949,0.031241484331169352
76561198071184045,389730,177.3,NA,gouu,22,10,1869,0.02995912478961289
76561198071184045,1778820,156.35,15.583333333333334,gouu,22,10,1869,0.02995912478961289
76561198218714700,389730,676.3,NA,Nordi5ke.tv,18,8,5083,0.08147791937164382
76561198218714700,1778820,252.38333333333333,32.9,Nordi5ke.tv,18,8,5083,0.08147791937164382
76561198010564744,389730,73.18333333333334,NA,mcdoomfrag,15,2,7267,0.11648633485613528
76561198010564744,1778820,68.38333333333334,14.1,mcdoomfrag,15,2,7267,0.11648633485613528
76561198164786854,389730,384.5,NA,구황작물의왕감자,7,2,889,0.014250220405546205
76561198164786854,1778820,56.1,8.466666666666667,구황작물의왕감자,7,2,889,0.014250220405546205
76561198288507106,389730,3.45,NA,MVXIIZ,8,3,1287,0.020629959124789612
76561198288507106,1778820,43.4,16.333333333333332,MVXIIZ,8,3,1287,0.020629959124789612
76561199204763768,389730,534.2,NA,鳥頭大師,19,3,3379,0.05416366113649115
76561198303758806,389730,0,NA,wonky hairline,25,7,795,0.01274344794421736
76561198303758806,1778820,0,NA,wonky hairline,25,7,795,0.01274344794421736
76561197990549079,389730,49.2,NA,Final Contra,18,1,5083,0.08147791937164382
76561197990549079,1778820,93.4,4.5,Final Contra,18,1,5083,0.08147791937164382
76561198292387003,1778820,0,NA,Poncho,25,18,795,0.01274344794421736
76561198292387003,389730,0,NA,Poncho,25,18,795,0.01274344794421736
76561198259935458,389730,663.4666666666667,NA,DA LORD CITIZEN,23,34,1355,0.021719964735112608
76561198259935458,1778820,466.55,143.73333333333332,DA LORD CITIZEN,23,34,1355,0.021719964735112608
76561198046856086,389730,0,NA,Chillyloyd,23,2,1355,0.021719964735112608
76561198046856086,1778820,0,NA,Chillyloyd,23,2,1355,0.021719964735112608
76561198095485644,389730,0,NA,heros,29,10,143,0.0022922176805321793
76561198095485644,389730,0,NA,Soreh,29,8,143,0.0022922176805321793
76561198095485644,389730,0,NA,Yes Imbad,28,1,131,0.0020998637492987094
76561198095485644,1778820,0,NA,heros,29,10,143,0.0022922176805321793
76561198095485644,1778820,0,NA,Soreh,29,8,143,0.0022922176805321793
76561198095485644,1778820,0,NA,Yes Imbad,28,1,131,0.0020998637492987094
76561199163718554,1778820,104.36666666666666,5.85,XKalibur,15,5,7267,0.11648633485613528
76561199163718554,389730,8.4,NA,XKalibur,15,5,7267,0.11648633485613528
76561198199887681,1778820,36.016666666666666,36.016666666666666,haku,10,11,1949,0.031241484331169352
76561198078985487,389730,50.85,NA,Zoom1975,8,1,1287,0.020629959124789612
76561198078985487,1778820,16.033333333333335,4.416666666666667,Zoom1975,8,1,1287,0.020629959124789612
76561198214580563,1778820,37.166666666666664,37.166666666666664,cncrhaver3241,7,29,889,0.014250220405546205
76561198214580563,1778820,37.166666666666664,37.166666666666664,Soyrang,9,1,2221,0.03560150677246133
76561198021307141,389730,125.5,NA,DaggerHashimoto,15,5,7267,0.11648633485613528
76561198021307141,1778820,139.06666666666666,16.116666666666667,DaggerHashimoto,15,5,7267,0.11648633485613528
76561198056737245,389730,33.36666666666667,0.2833333333333333,FrozenEnoch,9,10,2221,0.03560150677246133
76561198056737245,1778820,38.36666666666667,38.36666666666667,FrozenEnoch,9,10,2221,0.03560150677246133
76561198043306864,389730,3900.883333333333,NA,ttv Kane_TK,27,2,295,0.0047287008094894604
76561198043306864,1778820,344.28333333333336,47.61666666666667,ttv Kane_TK,27,2,295,0.0047287008094894604
76561198406713939,389730,0,NA,gatack,27,4,295,0.0047287008094894604
76561198406713939,1778820,0,NA,gatack,27,4,295,0.0047287008094894604
76561198345899803,389730,4808.816666666667,NA,SKONK,28,13,131,0.0020998637492987094
76561198345899803,1778820,614.9166666666666,113.88333333333334,SKONK,28,13,131,0.0020998637492987094
76561199242561260,1778820,15.7,0.2833333333333333,Kebinc42,6,1,1234,0.019780395928508457
76561198309577421,1778820,19.516666666666666,19.516666666666666,어무찬용의강철빤쮸,0,1,2058,0.03298869920654003
76561198406524275,1778820,136.28333333333333,51.46666666666667,남자의사투,20,2,2975,0.047687745451631
76561198077528777,389730,108.11666666666666,NA,Dyran,15,2,7267,0.11648633485613528
76561198077528777,1778820,36.75,36.75,Dyran,15,2,7267,0.11648633485613528
76561198015962344,389730,9.6,NA,Vikves,3,10,848,0.013593011140498518
76561198015962344,1778820,21.433333333333334,13.55,Vikves,3,10,848,0.013593011140498518
76561198123032147,389730,1989.4666666666667,NA,Gods Hand,20,1,2975,0.047687745451631
76561198123032147,1778820,99.91666666666667,8.766666666666667,Gods Hand,20,1,2975,0.047687745451631
76561198172328382,389730,84.01666666666667,NA,Лёха Минерал,19,9,3379,0.05416366113649115
76561198172328382,1778820,280.48333333333335,19.15,Лёха Минерал,19,9,3379,0.05416366113649115
76561198043338943,389730,34.06666666666667,NA,Baps,10,4,1949,0.031241484331169352
76561198043338943,1778820,37.06666666666667,31.483333333333334,Baps,10,4,1949,0.031241484331169352
76561199158753173,1778820,4.766666666666667,4.766666666666667,KingXeni,1,3,642,0.010290935320990622
76561198409106064,389730,222.15,NA,D3XIR,7,1,889,0.014250220405546205
76561198022861715,389730,95.76666666666667,NA,MastaKeith,3,2,848,0.013593011140498518
76561198022861715,1778820,318.15,60.733333333333334,MastaKeith,3,2,848,0.013593011140498518
76561198350684475,389730,2559.2166666666667,NA,Paragon,28,23,131,0.0020998637492987094
76561198350684475,1778820,123.3,24.183333333333334,Paragon,28,23,131,0.0020998637492987094
76561198058473467,389730,574.2,NA,Toonfish,12,3,3367,0.053971307205257675
76561198058473467,1778820,259.68333333333334,47.333333333333336,Toonfish,12,3,3367,0.053971307205257675
76561198892438564,1778820,103.96666666666667,9.216666666666667,Fokelv123,6,1,1234,0.019780395928508457
76561198121899447,389730,516.4166666666666,NA,Majeste,19,6,3379,0.05416366113649115
76561198121899447,1778820,104.36666666666666,6.583333333333333,Majeste,19,6,3379,0.05416366113649115
76561198022963361,389730,228.13333333333333,NA,Krowix,13,9,3056,0.04898613448745692
76561198022963361,1778820,52.63333333333333,1.9333333333333333,Krowix,13,9,3056,0.04898613448745692
76561198281373267,389730,1996.4166666666667,NA,Kumysman,18,2,5083,0.08147791937164382
76561198281373267,1778820,378.6,58.06666666666667,Kumysman,18,2,5083,0.08147791937164382
76561197975996991,389730,634.95,NA,Poppi,18,1,5083,0.08147791937164382
76561197975996991,1778820,107.16666666666667,3.316666666666667,Poppi,18,1,5083,0.08147791937164382
76561198844642812,1778820,129.05,30.083333333333332,BarneLorne,9,3,2221,0.03560150677246133
76561198105978478,389730,545.7833333333333,NA,Seliokee,17,3,4305,0.06900697283000722
76561198105978478,1778820,48.8,9.25,Seliokee,17,3,4305,0.06900697283000722
76561198059217484,389730,19.583333333333332,NA,sneaky boi,6,12,1234,0.019780395928508457
76561198059217484,1778820,42.43333333333333,14.016666666666667,sneaky boi,6,12,1234,0.019780395928508457
76561198377912073,389730,34.583333333333336,NA,GoldPig,9,3,2221,0.03560150677246133
76561198377912073,1778820,49.233333333333334,19.633333333333333,GoldPig,9,3,2221,0.03560150677246133
76561198114379822,389730,206.25,NA,peixefrito11,17,1,4305,0.06900697283000722
76561198114379822,1778820,104.2,12.7,peixefrito11,17,1,4305,0.06900697283000722
76561198071241125,389730,19.133333333333333,NA,Nihtantuel,16,16,4627,0.07416846998477199
76561198071241125,1778820,45.15,8.8,Nihtantuel,16,16,4627,0.07416846998477199
76561198100700502,389730,0.95,NA,DrDrr,1,1,642,0.010290935320990622
76561198100700502,1778820,5.516666666666667,2.1166666666666667,DrDrr,1,1,642,0.010290935320990622
76561199212924571,1778820,8.416666666666666,8.416666666666666,finnessry,5,2,849,0.013609040634767974
76561198445022553,1778820,43.43333333333333,43.43333333333333,doldorisw,4,16,802,0.01285565440410355
